char,pinyin,radical,stroke,wuxing,tone
挽,wǎn,扌,10,火,3
挚,zhì,手,10,金,4
热,rè,灬,10,火,4
恐,kǒng,心,10,木,3
捣,dǎo,扌,10,火,3
壶,hú,士,10,金,2
捅,tǒng,扌,10,金,3
埃,āi,土,10,土,1
挨,"āi,ái",扌,10,土,1
耻,chǐ,耳,10,火,3
耿,gěng,耳,10,火,3
耽,dān,耳,10,火,1
聂,niè,耳,10,金,4
恭,gōng,⺗,10,木,1
莽,mǎng,艹,10,木,3
莱,lái,艹,10,木,2
莲,lián,艹,10,木,2
莫,"mò,mù",艹,10,水,4
莉,lì,艹,10,木,4
荷,"hé,hè",艹,10,木,2
获,huò,艹,10,木,4
晋,jìn,日,10,火,4
恶,"è,wù,ě,wū",心,10,土,4
莹,yíng,艹,10,木,2
莺,yīng,艹,10,木,1
真,zhēn,十,10,金,1
框,kuàng,木,10,木,4
梆,bāng,木,10,木,1
桂,guì,木,10,木,4
桔,"jú,jié",木,10,木,2
栖,"qī,xī",木,10,木,1
档,dàng,木,10,木,4
桐,tóng,木,10,木,2
株,zhū,木,10,木,1
桥,qiáo,木,10,木,2
桦,huà,木,10,木,4
栓,shuān,木,10,木,1
桃,táo,木,10,木,2
格,"gé,gē",木,10,木,2
桩,zhuāng,木,10,木,1
校,"xiào,jiào",木,10,木,4
核,"hé,hú",木,10,木,2
样,yàng,木,10,木,4
根,gēn,木,10,木,1
索,suǒ,糸,10,金,3
哥,gē,一,10,木,1
速,sù,辶,10,金,4
逗,dòu,辶,10,火,4
栗,lì,木,10,木,4
贾,"jiǎ,gǔ",覀,10,水,3
酌,zhuó,酉,10,金,2
配,pèi,酉,10,水,4
翅,chì,支,10,金,4
辱,rǔ,辰,10,金,3
唇,chún,辰,10,水,2
夏,xià,夂,10,火,4
砸,zá,石,10,土,2
砰,pēng,石,10,土,1
砾,lì,石,10,土,4
础,chǔ,石,10,土,3
破,pò,石,10,土,4
原,yuán,厂,10,木,2
套,tào,大,10,火,4
逐,zhú,辶,10,火,2
烈,liè,灬,10,火,4
殊,shū,歹,10,金,1
殉,xùn,歹,10,金,4
顾,gù,页,10,木,4
轿,jiào,车,10,木,4
较,jiào,车,10,水,4
顿,"dùn,dú",页,10,火,4
毙,bì,比,10,水,4
致,zhì,至,10,火,4
柴,chái,木,10,木,2
桌,zhuō,⺊,10,木,1
虑,lǜ,虍,10,火,4
监,"jiān,jiàn",皿,10,土,1
紧,jǐn,糸,10,木,3
党,dǎng,儿,10,火,3
逞,chěng,辶,10,火,3
晒,shài,日,10,火,4
眠,mián,目,10,水,2
晓,xiǎo,日,10,火,3
哮,xiào,口,10,木,4
唠,"lào,láo",口,10,火,2
鸭,yā,鸟,10,土,1
晃,"huàng,huǎng",日,10,火,3
哺,bǔ,口,10,水,3
晌,shǎng,日,10,火,3
剔,tī,刂,10,火,1
晕,"yūn,yùn",日,10,土,1
蚌,"bàng,bèng",虫,10,水,4
畔,pàn,田,10,水,4
蚣,"gōng,zhōng",虫,10,木,1
蚊,wén,虫,10,水,2
蚪,dǒu,虫,10,火,3
蚓,yǐn,虫,10,土,3
哨,shào,口,10,金,4
哩,"lī,lǐ,li",口,10,火,1
圃,pǔ,囗,10,水,3
哭,kū,犬,10,木,1
哦,"ò,ó,é",口,10,火,2
恩,ēn,心,10,土,1
鸯,yāng,鸟,10,火,1
唤,huàn,口,10,水,4
唁,yàn,口,10,木,4
哼,"hēng,hng",口,10,水,1
唧,jī,口,10,木,1
啊,"ā,a,ǎ,á,à",口,10,土,5
唉,"āi,ài",口,10,土,1
唆,suō,口,10,金,1
罢,"bà,pí,ba",罒,10,水,4
峭,qiào,山,10,土,4
峨,é,山,10,土,2
峰,fēng,山,10,土,1
圆,yuán,囗,10,土,2
峻,jùn,山,10,金,4
贼,zéi,贝,10,金,2
贿,huì,贝,10,水,4
赂,lù,贝,10,火,4
赃,zāng,贝,10,金,1
钱,qián,钅,10,金,2
钳,qián,钅,10,金,2
钻,"zuàn,zuān",钅,10,金,4
钾,jiǎ,钅,10,金,3
铁,tiě,钅,10,金,3
铃,líng,钅,10,金,2
铅,"qiān,yán",钅,10,金,1
缺,quē,缶,10,木,1
氧,yǎng,气,10,土,3
氨,ān,气,10,水,1
特,tè,牜,10,火,4
牺,xī,牜,10,木,1
造,zào,辶,10,金,4
乘,"chéng,shèng",禾,10,金,2
敌,dí,舌,10,火,2
秤,chèng,禾,10,水,4
租,zū,禾,10,金,1
积,jī,禾,10,火,1
秧,yāng,禾,10,火,1
秩,zhì,禾,10,火,4
称,"chēng,chèn,chèng",禾,10,金,1
秘,"mì,bì",禾,10,水,4
透,tòu,辶,10,火,4
笔,bǐ,⺮,10,木,3
笑,xiào,竹,10,金,4
笋,sǔn,竹,10,木,3
债,zhài,亻,10,金,4
借,jiè,亻,10,金,4
值,zhí,亻,10,火,2
倚,yǐ,亻,10,木,3
俺,ǎn,亻,10,土,3
倾,qīng,亻,10,木,1
倒,"dǎo,dào",亻,10,火,3
倘,"tǎng,cháng",亻,10,火,3
俱,"jù,jū",亻,10,木,4
倡,"chàng,chāng",亻,10,金,4
候,hòu,亻,10,水,4
赁,lìn,贝,10,火,4
俯,fǔ,亻,10,水,3
倍,bèi,亻,10,水,4
倦,juàn,亻,10,木,4
健,jiàn,亻,10,木,4
臭,"chòu,xiù",自,10,水,4
射,"shè,yè,yì",身,10,金,4
躬,gōng,身,10,木,1
息,xī,自,10,金,1
倔,"juè,jué",亻,10,火,2
徒,tú,彳,10,火,2
徐,xú,彳,10,金,2
殷,"yīn,yān,yǐn",殳,10,土,1
舰,jiàn,舟,10,木,4
舱,cāng,舟,10,金,1
般,"bān,bō,pán",舟,10,水,1
航,háng,舟,10,水,2
途,tú,辶,10,金,2
拿,ná,人,10,火,2
耸,sǒng,耳,10,金,3
爹,diē,父,10,火,1
舀,yǎo,爫,10,火,3
爱,ài,爫,10,土,4
豺,chái,豸,10,金,2
豹,bào,豸,10,水,4
颁,bān,页,10,水,1
颂,sòng,页,10,木,4
翁,wēng,羽,10,土,1
胰,yí,月,10,土,2
脆,cuì,月,10,金,4
脂,zhī,月,10,金,1
胸,xiōng,月,10,金,1
胳,"gē,gé,gā",月,10,木,1
脏,"zāng,zàng",月,10,金,4
脐,qí,月,10,木,2
胶,jiāo,月,10,木,1
脑,nǎo,月,10,火,3
脓,nóng,月,10,火,2
逛,guàng,辶,10,木,4
狸,lí,犭,10,火,2
狼,láng,犭,10,火,2
卿,qīng,卩,10,木,1
逢,féng,辶,10,水,2
鸵,tuó,鸟,10,火,2
留,liú,田,10,火,2
鸳,yuān,鸟,10,土,1
皱,zhòu,皮,10,金,4
饿,è,饣,10,木,4
馁,něi,饣,10,火,3
凌,líng,冫,10,火,2
凄,qī,冫,10,水,1
恋,liàn,心,10,火,4
桨,jiǎng,木,10,木,3
浆,"jiāng,jiàng",水,10,水,1
衰,"shuāi,cuī",亠,10,金,1
衷,zhōng,亠,10,火,1
高,gāo,高,10,木,1
郭,guō,阝,10,木,1
席,xí,广,10,金,2
准,zhǔn,冫,10,土,3
座,zuò,广,10,金,4
症,"zhèng,zhēng",疒,10,金,4
病,bìng,疒,10,水,4
疾,jí,疒,10,火,2
斋,zhāi,文,10,金,1
疹,zhěn,疒,10,金,3
疼,téng,疒,10,火,2
疲,pí,疒,10,水,2
脊,jǐ,月,10,木,3
效,xiào,攵,10,水,4
离,lí,亠,10,火,2
紊,wěn,糸,10,金,3
唐,táng,广,10,火,2
瓷,cí,瓦,10,金,2
资,zī,贝,10,金,1
凉,"liáng,liàng",冫,10,火,2
站,zhàn,立,10,火,4
剖,pōu,刂,10,金,1
竞,jìng,立,10,木,4
部,bù,阝,10,水,4
旁,"páng,bàng",方,10,水,2
旅,lǚ,方,10,火,3
畜,"chù,xù",田,10,火,4
阅,yuè,门,10,土,4
羞,xiū,⺶,10,金,1
羔,gāo,⺷、灬,10,木,1
瓶,píng,瓦,10,水,2
拳,quán,手,10,木,2
粉,fěn,米,10,木,3
料,liào,米,10,火,4
益,yì,皿,10,土,4
兼,jiān,丷,10,木,1
烤,kǎo,火,10,火,3
烘,hōng,火,10,火,1
烦,fán,火,10,火,2
烧,shāo,火,10,火,1
烛,zhú,火,10,火,2
烟,yān,火,10,火,1
烙,"lào,luò",火,10,火,4
递,dì,辶,10,火,4
涛,tāo,氵,10,水,1
浙,zhè,氵,10,水,4
涝,lào,氵,10,水,4
浦,pǔ,氵,10,水,3
酒,jiǔ,氵,10,水,3
涉,shè,氵,10,水,4
消,xiāo,氵,10,水,1
涡,"wō,guō",氵,10,水,1
浩,hào,氵,10,水,4
海,hǎi,氵,10,水,3
涂,tú,氵,10,水,2
浴,yù,氵,10,水,4
浮,fú,氵,10,水,2
涣,huàn,氵,10,水,4
涤,dí,氵,10,水,2
流,liú,氵,10,水,2
润,rùn,氵,10,水,4
涧,jiàn,氵,10,水,4
涕,tì,氵,10,水,4
浪,làng,氵,10,水,4
浸,jìn,氵,10,水,4
涨,"zhǎng,zhàng",氵,10,水,3
烫,tàng,火,10,水,4
涩,sè,氵,10,水,4
涌,"yǒng,chōng",氵,10,水,3
悖,bèi,忄,10,水,4
悟,wù,忄,10,木,4
悄,"qiāo,qiǎo",忄,10,木,3
悍,hàn,忄,10,木,4
悔,huǐ,忄,10,水,3
悯,mǐn,忄,10,水,3
悦,yuè,忄,10,金,4
害,hài,宀,10,水,4
宽,kuān,宀,10,木,1
家,"jiā,jia,jie",宀,10,木,1
宵,xiāo,宀,10,金,1
宴,yàn,宀,10,土,4
宾,bīn,宀,10,水,1
窍,qiào,穴,10,木,4
窄,zhǎi,穴,10,金,3
容,róng,宀,10,土,2
宰,zǎi,宀,10,金,3
案,àn,宀,10,土,4
请,qǐng,讠,10,金,3
朗,lǎng,月,10,火,3
诸,zhū,讠,10,金,1
诺,nuò,讠,10,火,4
读,"dú,dòu",讠,10,火,2
扇,"shàn,shān",户,10,金,4
诽,fěi,讠,10,水,3
袜,wà,衤,10,火,4
袖,xiù,衤,10,金,4
袍,páo,衤,10,水,2
被,"bèi,pī",衤,10,水,4
祥,xiáng,礻,10,金,2
课,kè,讠,10,木,4
冥,míng,冖,10,水,2
谁,"shuí,shéi",讠,10,金,2
调,"diào,tiáo,zhōu",讠,10,火,4
冤,yuān,冖,10,土,1
谅,liàng,讠,10,火,4
谆,zhūn,讠,10,金,1
谈,tán,讠,10,火,2
谊,yì,讠,10,木,4
剥,"bāo,bō",刂,10,金,1
恳,kěn,心,10,木,3
展,zhǎn,尸,10,火,3
剧,jù,刂,10,金,4
屑,xiè,尸,10,水,4
弱,ruò,弓,10,金,4
陵,líng,阝,10,火,2
祟,suì,示,10,金,4
陶,"táo,yáo",阝,10,火,2
陷,xiàn,阝,10,金,4
陪,péi,阝,10,水,2
娱,yú,女,10,木,2
娟,juān,女,10,木,1
恕,shù,心,10,火,4
娥,é,女,10,水,2
娘,niáng,女,10,火,2
通,"tōng,tòng",辶,10,火,1
能,"néng,nài",厶,10,火,2
难,"nán,nàn,nuó",又,10,木,2
预,yù,页,10,木,4
桑,sāng,又、木,10,木,1
绢,juàn,纟,10,木,4
绣,xiù,纟,10,金,4
验,yàn,马,10,木,4
继,jì,纟,10,木,4
骏,jùn,马,10,金,4
球,qiú,王,11,木,2
琐,suǒ,王,11,金,3
理,lǐ,王,11,火,3
琉,liú,王,11,火,2
琅,láng,王,11,火,2
捧,pěng,扌,11,水,3
堵,dǔ,土,11,金,3
措,cuò,扌,11,金,4
描,miáo,扌,11,水,2
域,yù,土,11,土,4
捺,nà,扌,11,火,4
掩,yǎn,扌,11,木,3
捷,jié,扌,11,金,2
排,"pái,pǎi",扌,11,水,2
焉,yān,一字头,11,土,1
掉,diào,扌,11,金,4
捶,chuí,扌,11,金,2
赦,shè,赤,11,金,4
堆,duī,土,11,土,1
推,tuī,扌,11,金,1
埠,bù,土,11,土,4
掀,xiān,扌,11,金,1
授,shòu,扌,11,金,4
捻,"niǎn,niē",扌,11,火,3
教,"jiào,jiāo",攵,11,木,4
掏,tāo,扌,11,火,1
掐,qiā,扌,11,木,1
掠,lüè,扌,11,火,4
掂,diān,扌,11,火,1
培,péi,土,11,土,2
接,jiē,扌,11,火,1
掷,zhì,扌,11,火,4
控,kòng,扌,11,木,4
探,tàn,扌,11,火,4
据,"jù,jū",扌,11,木,4
掘,jué,扌,11,木,2
掺,"chān,càn,shǎn,xiān",扌,11,金,1
职,zhí,耳,11,火,2
基,jī,土,11,土,1
聆,líng,耳,11,火,2
勘,kān,力,11,金,1
聊,liáo,耳,11,火,2
娶,qǔ,女,11,木,3
著,"zhù,zhuó,·zhe",艹,11,木,4
菱,líng,艹,11,木,2
勒,"lè,lēi",革,11,火,4
黄,huáng,黄,11,土,2
菲,"fēi,fěi",艹,11,木,1
萌,méng,艹,11,木,2
萝,luó,艹,11,木,2
菌,"jūn,jùn",艹,11,木,1
萎,wěi,艹,11,木,3
菜,cài,艹,11,木,4
萄,táo,艹,11,木,2
菊,jú,艹,11,木,2
菩,pú,艹,11,木,2
萍,píng,艹,11,水,2
菠,bō,艹,11,水,1
萤,yíng,艹,11,木,2
营,yíng,艹,11,木,2
乾,"qián,gān",龺、乙,11,木,2
萧,xiāo,艹,11,木,1
萨,sà,艹,11,木,4
菇,gū,艹,11,木,1
械,xiè,木,11,木,4
彬,bīn,彡,11,木,1
梦,mèng,夕,11,木,4
婪,lán,女,11,木,2
梗,gěng,木,11,木,3
梧,wú,木,11,木,2
梢,"shāo,sào",木,11,木,1
梅,méi,木,11,木,2
检,jiǎn,木,11,木,3
梳,shū,木,11,木,1
梯,tī,木,11,木,1
桶,tǒng,木,11,木,3
梭,suō,木,11,木,1
救,jiù,攵,11,木,4
曹,cáo,曰,11,金,2
副,fù,刂,11,金,4
票,"piào,piāo",示,11,水,4
酝,yùn,酉,11,土,4
酗,xù,酉,11,金,4
厢,xiāng,厂,11,木,1
戚,qī,戈,11,火,1
硅,guī,石,11,土,1
硕,"shuò,shí",石,11,土,4
奢,shē,大,11,金,1
盔,kuī,皿,11,木,1
爽,shuǎng,大,11,金,3
聋,lóng,龙,11,火,2
袭,xí,龙,11,金,2
盛,"shèng,chéng",皿,11,金,4
匾,biǎn,匚,11,水,3
雪,xuě,雨,11,水,3
辅,fǔ,车,11,水,3
辆,liàng,车,11,火,4
颅,lú,页,11,火,2
虚,xū,虍,11,水,1
彪,biāo,虎,11,水,1
雀,"què,qiǎo,qiāo",小,11,金,4
堂,táng,土,11,土,2
常,cháng,巾,11,金,2
眶,kuàng,目,11,木,4
匙,"chí,shi",匕,11,金,2
晨,chén,日,11,金,2
睁,zhēng,目,11,金,1
眯,"mī,mí",目,11,水,1
眼,yǎn,目,11,木,3
悬,xuán,心,11,木,2
野,yě,里,11,土,3
啪,pā,口,11,土,1
啦,"lā,la",口,11,火,5
曼,màn,曰,11,水,4
晦,huì,日,11,水,4
晚,wǎn,日,11,水,3
啄,zhuó,口,11,火,2
啡,fēi,口,11,水,1
距,jù,⻊,11,木,4
趾,zhǐ,⻊,11,金,3
啃,kěn,口,11,木,3
跃,yuè,⻊,11,土,4
略,lüè,田,11,火,4
蚯,qiū,虫,11,木,1
蛀,zhù,虫,11,金,4
蛇,"shé,yí",虫,11,金,2
唬,"hǔ,xià",口,11,水,3
累,"lèi,lěi,léi",糸,11,火,3
鄂,è,阝,11,木,4
唱,chàng,口,11,金,4
患,huàn,心,11,水,4
啰,"luō,luó,luo",口,11,金,1
唾,tuò,口,11,火,4
唯,wéi,口,11,土,2
啤,pí,口,11,水,2
啥,shá,口,11,金,2
啸,xiào,口,11,木,4
崖,yá,山,11,土,2
崎,qí,山,11,土,2
崭,"zhǎn,chán",山,11,土,3
逻,luó,辶,11,火,2
崔,cuī,山,11,木,1
帷,wéi,巾,11,土,2
崩,bēng,山,11,土,1
崇,chóng,山,11,金,2
崛,jué,山,11,土,2
婴,yīng,女,11,土,1
圈,"quān,juàn,juān",囗,11,木,1
铐,kào,钅,11,金,4
铛,"chēng,dāng",钅,11,金,1
铝,lǚ,钅,11,金,3
铜,tóng,钅,11,金,2
铭,míng,钅,11,金,2
铲,chǎn,钅,11,金,3
银,yín,钅,11,金,2
矫,"jiǎo,jiáo",矢,11,木,3
甜,tián,舌,11,火,2
秸,jiē,禾,11,木,1
梨,lí,木,11,火,2
犁,lí,牛,11,火,2
秽,huì,禾,11,金,4
移,yí,禾,11,土,2
笨,bèn,竹,11,木,4
笼,"lóng,lǒng",竹,11,木,3
笛,dí,竹,11,木,2
笙,shēng,竹,11,木,1
符,fú,竹,11,木,2
第,dì,竹,11,木,4
敏,mǐn,攵,11,水,3
做,zuò,亻,11,金,4
袋,dài,衣,11,火,4
悠,yōu,心,11,土,1
偿,cháng,亻,11,金,2
偶,ǒu,亻,11,木,3
偎,wēi,亻,11,水,1
偷,tōu,亻,11,金,1
您,nín,心,11,火,2
售,shòu,隹,11,金,4
停,tíng,亻,11,火,2
偏,piān,亻,11,水,1
躯,qū,身,11,木,1
兜,dōu,儿,11,木,1
假,"jiǎ,jià",亻,11,木,3
衅,xìn,血,11,金,4
徘,pái,彳,11,水,2
徙,xǐ,彳,11,金,3
得,"dé,de,děi",彳,11,金,2
衔,xián,彳,11,金,2
盘,pán,皿,11,水,2
舶,bó,舟,11,水,2
船,chuán,舟,11,金,2
舵,duò,舟,11,火,4
斜,xié,斗,11,金,2
盒,hé,人,11,水,2
鸽,gē,鸟,11,木,1
敛,liǎn,攵,11,木,3
悉,xī,心,11,金,1
欲,yù,欠,11,土,4
彩,cǎi,彡,11,金,3
领,lǐng,页,11,火,3
脚,"jiǎo,jué",月,11,木,3
脖,bó,月,11,水,2
脯,"pú,fǔ",月,11,水,3
豚,tún,豕,11,火,2
脸,liǎn,月,11,火,3
脱,tuō,月,11,火,1
象,xiàng,⺈,11,金,4
够,gòu,夕,11,水,4
逸,yì,辶,11,土,4
猜,cāi,犭,11,金,1
猪,zhū,犭,11,火,1
猎,liè,犭,11,水,4
猫,"māo,máo",犭,11,水,1
凰,huáng,几,11,水,2
猖,chāng,犭,11,金,1
猛,měng,犭,11,水,3
祭,"jì,zhài",示,11,金,4
馅,xiàn,饣,11,金,4
馆,guǎn,饣,11,木,3
凑,còu,冫,11,火,4
减,jiǎn,冫,11,木,3
毫,háo,亠,11,水,2
烹,pēng,灬,11,水,1
庶,shù,广,11,金,4
麻,má,麻,11,水,2
庵,ān,广,11,土,1
痊,quán,疒,11,木,2
痒,yǎng,疒,11,土,3
痕,hén,疒,11,水,2
廊,láng,广,11,火,2
康,kāng,广,11,木,1
庸,yōng,广,11,土,1
鹿,lù,鹿,11,火,4
盗,dào,皿,11,火,4
章,zhāng,立、音,11,火,1
竟,jìng,音,11,木,4
商,shāng,亠,11,金,1
族,zú,方,11,金,2
旋,"xuán,xuàn",方,11,金,2
望,wàng,王,11,水,4
率,"lǜ,shuài",亠,11,金,4
阎,yán,门,11,木,2
阐,chǎn,门,11,火,3
着,"zhe,zhuó,zháo,zhāo",⺶,11,金,5
羚,líng,羊,11,火,2
盖,"gài,gě,hé",⺷,11,木,4
眷,juàn,目,11,木,4
粘,"nián,zhān",米,11,金,1
粗,cū,米,11,金,1
粒,lì,米,11,火,4
断,duàn,斤,11,火,4
剪,jiǎn,刀,11,金,3
兽,shòu,口,11,金,4
焊,hàn,火,11,火,4
焕,huàn,火,11,火,4
清,qīng,氵,11,水,1
添,tiān,氵,11,水,1
鸿,hóng,氵,11,水,2
淋,"lín,lìn",氵,11,水,2
涯,yá,氵,11,水,2
淹,yān,氵,11,水,1
渠,"qú,jù",木,11,水,2
渐,"jiàn,jiān",氵,11,水,4
淑,shū,氵,11,水,1
淌,"tǎng,chǎng",氵,11,水,3
混,"hùn,hún",氵,11,水,4
淮,huái,氵,11,水,2
淆,xiáo,氵,11,水,2
渊,yuān,氵,11,水,1
淫,yín,氵,11,水,2
渔,yú,氵,11,水,2
淘,táo,氵,11,水,2
淳,"chún,zhūn",氵,11,水,2
液,yè,氵,11,水,4
淤,yū,氵,11,水,1
淡,dàn,氵,11,水,4
淀,diàn,氵,11,水,4
深,shēn,氵,11,水,1
涮,shuàn,氵,11,水,4
涵,hán,氵,11,水,2
婆,pó,女,11,水,2
梁,liáng,木,11,火,2
渗,shèn,氵,11,水,4
情,qíng,忄,11,金,2
惜,xī,忄,11,金,1
惭,cán,忄,11,金,2
悼,dào,忄,11,火,4
惧,jù,忄,11,木,4
惕,tì,忄,11,火,4
惟,wéi,忄,11,土,2
惊,jīng,忄,11,木,1
惦,diàn,忄,11,火,4
悴,cuì,忄,11,金,4
惋,wǎn,忄,11,火,3
惨,cǎn,忄,11,金,3
惯,guàn,忄,11,土,4
寇,kòu,宀,11,木,4
寅,yín,宀,11,木,2
寄,jì,宀,11,木,4
寂,jì,宀,11,金,4
宿,"sù,xiǔ,xiù",宀,11,金,4
窒,zhì,穴,11,火,4
窑,yáo,穴,11,木,2
密,mì,宀,11,水,4
谋,móu,讠,11,水,2
谍,dié,讠,11,火,2
谎,huǎng,讠,11,木,3
谐,xié,讠,11,木,2
袱,fú,衤,11,水,2
祷,dǎo,礻,11,金,3
祸,huò,礻,11,水,4
谓,wèi,讠,11,土,4
谚,yàn,讠,11,木,4
谜,"mí,mèi",讠,11,水,2
逮,"dǎi,dài",辶,11,火,4
敢,gǎn,攵,11,木,3
尉,"wèi,yù",寸,11,土,4
屠,tú,尸,11,火,2
弹,"dàn,tán",弓,11,火,4
隋,"suí,duò",阝,11,金,2
堕,"duò,huī",土,11,土,4
随,suí,阝,11,金,2
蛋,dàn,疋,11,火,4
隅,yú,阝,11,土,2
隆,"lóng,lōng",阝,11,火,2
隐,"yǐn,yìn",阝,11,土,3
婚,hūn,女,11,水,1
婶,shěn,女,11,金,3
婉,wǎn,女,11,土,3
颇,pō,皮,11,水,1
颈,"jǐng,gěng",页,11,木,3
绩,jì,纟,11,火,4
绪,xù,纟,11,金,4
续,xù,纟,11,金,4
骑,qí,马,11,木,2
绰,"chuò,chāo",纟,11,火,4
绳,shéng,纟,11,金,2
维,wéi,纟,11,土,2
绵,mián,纟,11,水,2
绷,"bēng,běng,bèng",纟,11,水,1
绸,chóu,纟,11,金,2
综,"zōng,zèng",纟,11,金,1
绽,zhàn,纟,11,火,4
绿,"lǜ,lù",纟,11,火,4
缀,zhuì,纟,11,火,4
巢,cháo,巛,11,金,2
琴,qín,王,12,木,2
琳,lín,王,12,木,2
琢,"zhuó,zuó",王,12,火,2
琼,qióng,王,12,木,2
斑,bān,王,12,水,1
替,tì,曰,12,金,4
揍,zòu,扌,12,金,4
款,kuǎn,欠,12,木,3
堪,kān,土,12,土,1
塔,tǎ,土,12,火,3
搭,dā,扌,12,火,1
堰,yàn,土,12,土,4
揩,kāi,扌,12,木,1
越,yuè,走,12,土,4
趁,chèn,走,12,木,4
趋,"qū,cù",走,12,木,1
超,chāo,走,12,金,1
揽,lǎn,扌,12,火,3
堤,dī,土,12,土,1
提,"tí,dī,dǐ",扌,12,火,2
博,bó,十,12,水,2
揭,"jiē,qì",扌,12,木,1
喜,xǐ,士,12,水,3
彭,"péng,bāng",彡,12,水,2
揣,"chuāi,chuǎi,chuài,tuán,zhuī",扌,12,金,3
插,chā,扌,12,金,1
揪,jiū,扌,12,木,1
搜,sōu,扌,12,金,1
煮,zhǔ,灬,12,水,3
援,yuán,扌,12,土,2
搀,chān,扌,12,金,1
裁,cái,衣,12,金,2
搁,"gē,gé",扌,12,木,1
搓,cuō,扌,12,金,1
搂,"lōu,lǒu",扌,12,火,3
搅,jiǎo,扌,12,木,3
壹,yī,士,12,土,1
握,wò,扌,12,土,4
搔,sāo,扌,12,金,1
揉,róu,扌,12,金,2
斯,sī,斤,12,金,1
期,"qī,jī",月,12,木,1
欺,qī,欠,12,木,1
联,lián,耳,12,木,2
葫,hú,艹,12,木,2
散,"sàn,sǎn",攵,12,金,4
惹,rě,心,12,水,3
葬,zàng,艹,12,木,4
募,mù,力,12,木,4
葛,"gě,gé",艹,12,木,3
董,dǒng,艹,12,火,3
葡,pú,艹,12,木,2
敬,jìng,攵,12,木,4
葱,cōng,艹,12,木,1
蒋,jiǎng,艹,12,木,3
蒂,dì,艹,12,木,4
落,"là,lào,luō,luò",艹,12,水,4
韩,hán,韦,12,水,2
朝,"cháo,zhāo",龺,12,金,2
辜,gū,辛,12,金,1
葵,kuí,艹,12,木,2
棒,bàng,木,12,木,4
棱,"léng,lēng,líng",木,12,木,2
棋,qí,木,12,木,2
椰,yē,木,12,木,1
植,zhí,木,12,木,2
森,sēn,木,12,木,1
焚,fén,火,12,火,2
椅,"yǐ,yī",木,12,木,3
椒,jiāo,木,12,木,1
棵,kē,木,12,木,1
棍,"gùn,hùn",木,12,木,4
椎,"zhuī,chuí",木,12,木,1
棉,mián,木,12,木,2
棚,péng,木,12,木,2
棕,zōng,木,12,木,1
棺,guān,木,12,木,1
榔,láng,木,12,木,2
椭,tuǒ,木,12,木,3
惠,huì,心,12,水,4
惑,huò,心,12,水,4
逼,bī,辶,12,水,1
粟,sù,米,12,金,4
棘,jí,一,12,木,2
酣,hān,酉,12,水,1
酥,sū,酉,12,金,1
厨,chú,厂,12,金,2
厦,"shà,xià",厂,12,木,4
硬,yìng,石,12,木,4
硝,xiāo,石,12,土,1
确,què,石,12,土,4
硫,liú,石,12,火,2
雁,yàn,厂,12,木,4
殖,"zhí,shi",歹,12,金,2
裂,"liè,liě",衣,12,火,4
雄,xióng,隹,12,水,2
颊,jiá,页,12,木,2
雳,lì,雨,12,火,4
暂,zàn,日,12,火,4
雅,"yǎ,yā",隹,12,木,3
翘,"qiào,qiáo",羽,12,木,2
辈,bèi,车、非,12,水,4
悲,bēi,非,12,水,1
紫,zǐ,糸,12,金,3
凿,záo,业,12,金,2
辉,huī,车,12,水,1
敞,chǎng,攵,12,金,3
棠,táng,木,12,木,2
赏,shǎng,贝,12,金,3
掌,zhǎng,手,12,金,3
晴,qíng,日,12,火,2
睐,lài,目,12,火,4
暑,shǔ,曰,12,火,3
最,zuì,曰,12,木,4
晰,xī,日,12,金,1
量,"liàng,liáng",日,12,火,4
鼎,dǐng,鼎,12,火,3
喷,"pēn,pèn",口,12,水,1
喳,"zhā,chā",口,12,金,1
晶,jīng,日,12,火,1
喇,"lā,lá,lǎ",口,12,火,3
遇,yù,辶,12,木,4
喊,hǎn,口,12,水,3
遏,è,辶,12,木,4
晾,liàng,日,12,火,4
景,"jǐng,yǐng",日,12,木,3
畴,chóu,田,12,金,2
践,jiàn,⻊,12,火,4
跋,bá,⻊,12,水,2
跌,diē,⻊,12,火,1
跑,"pǎo,páo",⻊,12,水,3
跛,bǒ,⻊,12,水,3
遗,"yí,wèi",辶,12,木,2
蛙,wā,虫,12,土,1
蛛,zhū,虫,12,金,1
蜓,tíng,虫,12,火,2
蜒,yán,虫,12,土,2
蛤,"gé,há",虫,12,水,2
喝,"hē,hè,yè",口,12,水,1
鹃,juān,鸟,12,木,1
喂,wèi,口,12,土,4
喘,chuǎn,口,12,金,3
喉,hóu,口,12,木,2
喻,yù,口,12,金,4
啼,tí,口,12,火,2
喧,xuān,口,12,金,1
嵌,"qiàn,kàn",山,12,木,4
幅,fú,巾,12,水,2
帽,mào,巾,12,水,4
赋,fù,贝,12,水,4
赌,dǔ,贝,12,火,3
赎,shú,贝,12,火,2
赐,cì,贝,12,金,4
赔,péi,贝,12,水,2
黑,hēi,黑,12,土,1
铸,zhù,钅,12,金,4
铺,"pù,pū",钅,12,金,1
链,liàn,钅,12,金,4
销,xiāo,钅,12,金,1
锁,suǒ,钅,12,金,3
锄,chú,钅,12,金,2
锅,guō,钅,12,金,1
锈,xiù,钅,12,金,4
锋,fēng,钅,12,金,1
