char,pinyin,radical,stroke,wuxing,tone
獴,měng,犭,16,土,3
獭,tǎ,犭,16,火,3
獬,xiè,犭,16,水,4
邂,xiè,辶,16,水,4
鹧,zhè,鸟,16,火,4
廨,xiè,广,16,水,4
赟,yūn,贝,16,水,1
瘰,luǒ,疒,16,火,3
廪,lǐn,广,16,火,3
瘿,yǐng,疒,16,木,3
瘵,zhài,疒,16,金,4
瘴,zhàng,疒,16,火,4
癃,lóng,疒,16,火,2
瘳,chōu,疒,16,金,1
斓,lán,文,16,火,2
麇,"jūn,qún",鹿,16,木,1
麈,zhǔ,鹿,16,金,3
嬴,yíng,月,16,木,2
壅,yōng,土,16,土,1
羲,xī,羊,16,金,1
糗,qiǔ,米,16,木,3
瞥,piē,目,16,水,1
甑,zèng,瓦,16,金,4
燎,"liáo,liǎo",火,16,火,2
燠,yù,火,16,火,4
燔,fán,火,16,火,2
燧,suì,火,16,火,4
濑,lài,氵,16,水,4
濉,suī,氵,16,水,1
潞,lù,氵,16,水,4
澧,lǐ,氵,16,水,3
澹,"dàn,tán",氵,16,水,4
澥,xiè,氵,16,水,4
澶,chán,氵,16,水,2
濂,lián,氵,16,水,2
褰,qiān,衣,16,木,1
寰,huán,宀,16,水,2
窸,xī,穴,16,土,1
褶,zhě,衤,16,火,3
禧,xǐ,礻,16,水,3
嬖,bì,女,16,水,4
犟,jiàng,牛,16,木,4
隰,xí,阝,16,金,2
嬗,shàn,女,16,金,4
颡,sǎng,页,16,金,3
缱,qiǎn,纟,16,金,3
缲,"qiāo,sāo",纟,16,木,1
缳,huán,纟,16,水,2
璨,càn,王,17,金,4
璩,qú,王,17,木,2
璐,lù,王,17,火,4
璪,zǎo,王,17,土,3
螫,"shì,zhē",虫,17,土,4
擤,xǐng,扌,17,金,3
壕,háo,土,17,土,2
觳,hú,角,17,水,2
罄,qìng,缶,17,木,4
擢,zhuó,扌,17,火,2
薹,tái,艹,17,木,2
鞡,la,革,17,金,5
鞬,"jiān,jiàn",革,17,金,1
薷,rú,艹,17,木,2
薰,xūn,艹,17,木,1
藓,xiǎn,艹,17,木,3
藁,gǎo,艹,17,木,3
檄,xí,木,17,木,2
檩,lǐn,木,17,木,3
懋,mào,心,17,木,4
醢,hǎi,酉,17,水,3
翳,yì,羽,17,土,4
礅,dūn,石,17,土,1
磴,dèng,石,17,土,4
鹩,liáo,鸟,17,火,2
龋,qǔ,齿,17,木,3
龌,wò,齿,17,火,4
豳,bīn,豕,17,水,1
壑,hè,土,17,土,4
黻,fú,黹,17,水,2
嚏,tì,口,17,火,4
嚅,rú,口,17,金,2
蹑,niè,⻊,17,金,4
蹒,pán,⻊,17,水,2
蹊,"qī,xī",⻊,17,木,1
蟥,huáng,虫,17,木,2
螬,cáo,虫,17,金,2
螵,piāo,虫,17,水,1
疃,tuǎn,田,17,火,3
螳,táng,虫,17,火,2
蟑,zhāng,虫,17,火,1
嚓,"chā,cā",口,17,金,1
羁,jī,罒,17,木,1
罾,zēng,罒,17,金,1
嶷,yí,山,17,土,2
黜,chù,黑,17,金,4
黝,yǒu,黑,17,土,3
髁,kē,骨,17,木,1
髀,bì,骨,17,水,4
镡,"tán,chán,xín",钅,17,金,2
镢,jué,钅,17,金,2
镣,liào,钅,17,金,4
镦,"dūn,duì",钅,17,金,1
镧,lán,钅,17,金,2
镩,cuān,钅,17,金,1
镪,"qiǎng,qiāng",钅,17,金,1
镫,"dēng,dèng",钅,17,金,4
罅,xià,缶,17,木,4
黏,nián,黍,17,火,2
簌,sù,竹,17,木,4
篾,miè,竹,17,木,4
篼,dōu,竹,17,木,1
簖,duàn,竹,17,木,4
簋,guǐ,⺮,17,木,3
鼢,fén,鼠,17,水,2
黛,dài,黑,17,火,4
儡,lěi,亻,17,火,3
鹪,jiāo,鸟,17,木,1
鼾,hān,鼻,17,水,1
皤,pó,白,17,水,2
魍,wǎng,鬼,17,火,3
龠,yuè,龠,17,土,4
繇,"yáo,yóu,zhòu",糸,17,火,4
貘,mò,豸,17,水,4
邈,miǎo,辶,17,水,3
貔,pí,豸,17,水,2
臌,gǔ,月,17,木,3
膻,"shān,dàn",月,17,金,1
臆,yì,月,17,土,4
臃,yōng,月,17,土,1
鲼,fèn,鱼,17,水,4
鲽,dié,鱼,17,火,2
鳀,tí,鱼,17,水,2
鳃,"sāi,xǐ",鱼,17,金,1
鳅,qiū,鱼,17,木,1
鳇,huáng,鱼,17,木,2
鳊,biān,鱼,17,水,1
螽,zhōng,虫,17,火,1
燮,xiè,火,17,火,4
鹫,jiù,鸟,17,木,4
襄,xiāng,亠,17,火,1
糜,"mí,méi",米,17,水,2
縻,mí,糸,17,金,2
膺,yīng,月,17,土,1
癍,bān,疒,17,水,1
麋,mí,鹿,17,火,2
懑,mèn,心,17,水,4
濡,rú,氵,17,水,2
濮,pú,氵,17,水,2
濞,"bì,pì",氵,17,水,4
濠,háo,氵,17,水,2
濯,"zhuó,zhào",氵,17,水,2
蹇,jiǎn,足,17,金,3
謇,jiǎn,言,17,木,3
邃,suì,辶,17,金,4
襁,qiǎng,衤,17,木,3
檗,bò,木,17,木,4
擘,"bò,bāi",手,17,水,4
孺,rú,子,17,金,2
隳,"huī,duò",阝,17,水,1
嬷,mó,女,17,水,1
蟊,máo,虫,17,水,2
鹬,yù,鸟,17,木,4
鍪,móu,金,17,金,2
鏊,ào,金,18,金,4
鳌,áo,鱼,18,土,2
鬈,quán,髟,18,木,2
鬃,zōng,髟,18,金,1
瞽,gǔ,目,18,木,3
鞯,jiān,革,18,木,1
鞨,hé,革,18,金,2
鞫,jū,革,18,木,1
鞧,qiū,革,18,金,1
鞣,róu,革,18,金,2
藜,lí,艹,18,木,2
藠,jiào,艹,18,木,4
藩,fān,艹,18,水,1
醪,láo,酉,18,火,2
蹙,cù,足,18,金,4
礓,jiāng,石,18,土,1
燹,xiǎn,火,18,金,3
餮,tiè,食,18,火,4
瞿,"qú,jù",目,18,木,4
曛,xūn,日,18,火,1
颢,hào,页,18,木,4
曜,yào,日,18,火,4
躇,chú,⻊,18,金,2
鹭,lù,鸟,18,火,4
蟛,péng,虫,18,水,2
蟪,huì,虫,18,水,4
蟠,pán,虫,18,水,2
蟮,shàn,虫,18,金,4
鹮,huán,鸟,18,火,2
黠,xiá,黑,18,木,2
黟,yī,黑,18,土,1
髅,lóu,骨,18,火,2
髂,qià,骨,18,木,4
镬,huò,钅,18,金,4
镭,léi,钅,18,金,2
镯,zhuó,钅,18,金,2
馥,fù,香,18,水,4
簟,diàn,竹,18,木,4
簪,zān,⺮,18,木,1
鼬,yòu,鼠,18,土,4
雠,chóu,隹,18,火,2
艟,chōng,舟,18,金,1
鳎,tǎ,鱼,18,火,3
鳏,guān,鱼,18,木,1
鳐,yáo,鱼,18,火,2
癞,lài,疒,18,火,4
癔,yì,疒,18,土,4
癜,diàn,疒,18,火,4
癖,pǐ,疒,18,水,3
糨,jiàng,米,18,木,4
蹩,bié,足,18,水,2
鎏,liú,金,18,金,2
懵,měng,忄,18,水,3
彝,yí,彑,18,土,2
邋,lā,辶,18,火,1
鬏,jiū,髟,19,木,1
攉,huō,扌,19,木,1
攒,"zǎn,cuán",扌,19,金,3
鞲,gōu,革,19,水,1
鞴,bèi,革,19,水,4
藿,huò,艹,19,木,4
蘧,qú,艹,19,木,2
蘅,héng,艹,19,木,2
麓,lù,鹿,19,木,4
醮,jiào,酉,19,木,4
醯,xī,酉,19,金,1
酃,líng,阝,19,火,2
霪,yín,雨,19,水,2
霭,ǎi,雨,19,木,3
霨,wèi,雨,19,水,4
黼,fǔ,黹,19,水,3
嚯,huò,口,19,水,4
蹰,chú,⻊,19,金,2
蹶,"juě,jué",⻊,19,火,2
蹼,pǔ,⻊,19,水,3
蹴,cù,⻊,19,金,4
蹿,cuān,⻊,19,金,1
蠖,huò,虫,19,木,4
蠓,měng,虫,19,水,3
蟾,chán,虫,19,金,2
蠊,lián,虫,19,火,2
黢,qū,黑,19,木,1
髋,kuān,骨,19,木,1
髌,bìn,骨,19,水,4
镲,chǎ,钅,19,金,3
籀,zhòu,竹,19,木,4
籁,lài,竹,19,木,4
齁,hōu,鼻,19,金,1
魑,chī,鬼,19,火,1
艨,méng,舟,19,水,2
鳓,lè,鱼,19,水,4
鳔,biào,鱼,19,水,4
鳕,xuě,鱼,19,水,3
鳗,mán,鱼,19,水,2
鳙,yōng,鱼,19,土,1
麒,qí,鹿,19,木,2
鏖,áo,鹿,19,金,2
羸,léi,月,19,火,2
㸆,kào,火,19,火,4
瀚,hàn,氵,19,水,4
瀣,xiè,氵,19,水,4
瀛,yíng,氵,19,水,2
襦,rú,衤,19,金,2
谶,chèn,讠,19,金,4
襞,bì,衣,19,水,4
骥,jì,马,19,金,4
缵,zuǎn,纟,19,木,3
瓒,zàn,王,20,金,4
攘,rǎng,扌,20,水,3
蘩,fán,艹,20,木,2
蘖,niè,艹,20,木,4
醴,lǐ,酉,20,火,3
霰,xiàn,雨,20,金,4
酆,fēng,阝,20,水,1
矍,jué,目,20,火,2
曦,xī,日,20,火,1
躅,zhú,⻊,20,火,2
鼍,tuó,黽,20,火,2
巉,chán,山,20,土,2
黩,dú,黑,20,金,2
黥,qíng,黑,20,金,2
黪,cǎn,黑,20,金,3
镳,biāo,钅,20,金,1
镴,là,钅,20,金,4
黧,lí,黑,20,火,2
纂,zuǎn,糸,20,木,3
璺,wèn,玉,20,金,4
鼯,wú,鼠,20,土,2
臜,zā,月,20,水,1
鳜,"jué,guì",鱼,20,木,4
鳝,shàn,鱼,20,金,4
鳟,zūn,鱼,20,金,1
獾,huān,犭,20,水,1
孀,shuāng,女,20,金,1
骧,xiāng,马,20,火,1
瓘,guàn,王,21,木,4
鼙,pí,鼓,21,水,2
醺,xūn,酉,21,水,1
礴,bó,石,21,土,2
颦,pín,页,21,水,2
曩,nǎng,日,21,火,3
鳢,lǐ,鱼,21,火,3
癫,diān,疒,21,火,1
麝,shè,鹿,21,金,4
夔,kuí,夂,21,木,2
爝,"jué,jiào",火,21,火,2
灏,hào,氵,21,水,4
禳,ráng,礻,21,水,2
鐾,bèi,金,21,金,4
羼,chàn,尸,21,金,4
蠡,"lí,lǐ",虫,21,土,3
耱,mò,耒,22,水,4
懿,yì,心,22,土,4
蘸,zhàn,艹,22,木,4
鹳,guàn,鸟,22,土,4
霾,mái,雨,22,水,2
氍,qú,毛,22,木,2
饕,tāo,飠,22,火,1
躐,liè,⻊,22,火,4
髑,dú,骨,22,金,2
镵,chán,钅,22,金,2
穰,ráng,禾,22,水,2
饔,yōng,飠,22,土,1
鬻,yù,鬲,22,木,4
鬟,huán,髟,23,水,2
趱,zǎn,走,23,金,3
攫,jué,扌,23,火,2
攥,zuàn,扌,23,木,4
颧,quán,页,23,木,2
躜,zuān,⻊,23,木,1
鼹,yǎn,鼠,23,木,3
癯,qú,疒,23,木,2
麟,lín,鹿,23,火,2
蠲,juān,虫,23,木,1
蠹,dù,虫,24,火,4
躞,xiè,⻊,24,水,4
衢,qú,行,24,木,2
鑫,xīn,金,24,金,1
灞,bà,氵,24,水,4
襻,pàn,衤,24,水,4
纛,dào,糸,25,火,4
鬣,liè,髟,25,火,4
攮,nǎng,扌,25,火,3
囔,nāng,口,25,火,1
馕,"náng,nǎng",饣,25,火,3
戆,"gàng,zhuàng",心,25,木,4
爨,cuàn,火,30,金,4
齉,nàng,鼻,36,金,4
亍,chù,二,3,金,4
尢,"wāng,yóu",尢,3,土,1
彳,chì,彳,3,火,4
卬,"áng,yǎng",卩,4,土,2
殳,shū,殳,4,金,1
邘,yú,阝,5,土,2
戋,jiān,戈,5,金,1
圢,tǐng,土,5,土,3
氕,piē,气,5,水,1
仝,tóng,人,5,火,2
冮,gāng,冫,5,水,1
氿,"guǐ,jiǔ",氵,5,水,3
汈,diāo,氵,5,水,1
氾,"fán,fàn",氵,5,水,4
忉,dāo,忄,5,火,1
宄,guǐ,宀,5,木,3
讱,rèn,讠,5,金,4
圲,qiān,土,6,土,1
圫,tuō,土,6,土,4
芏,dù,艹,6,木,4
芃,péng,艹,6,木,2
朳,bā,木,6,木,1
朸,lì,木,6,木,4
邨,cūn,阝,6,土,1
吒,"zhà,zhā",口,6,金,4
吖,"ā,yā",口,6,土,1
屼,wù,山,6,土,4
屾,shēn,山,6,土,1
钆,gá,钅,6,金,2
仳,"pǐ,pí",亻,6,水,3
癿,bié,白,6,金,2
甪,lù,用,6,火,4
邠,bīn,阝,6,水,1
犴,"àn,hān",犭,6,火,4
冱,hù,冫,6,水,4
邡,fāng,阝,6,水,1
闫,yán,门,6,金,2
汋,"zhuó,què",氵,6,水,2
䜣,"xī,xīn,yín",讠,6,金,1
讻,xiōng,讠,6,水,1
孖,"mā,zī",子,6,水,1
纩,kuàng,纟,6,木,4
玒,hóng,王,7,土,2
玓,dì,王,7,火,4
玘,qǐ,王,7,土,3
玚,"yáng,chàng",王,7,金,2
刬,"chǎn,chàn",刂,7,金,3
坜,lì,土,7,土,4
坉,"tún,dùn",土,7,土,4
坋,"fèn,bèn",土,7,土,4
芰,jì,艹,7,木,4
芣,fú,艹,7,木,2
苊,è,艹,7,木,4
苉,pǐ,艹,7,木,3
芘,"pí,bǐ",艹,7,木,4
芴,"wù,hū",艹,7,木,4
芠,wén,艹,7,木,2
芤,kōu,艹,7,木,1
杕,"dì,duò",木,7,木,4
杙,yì,木,7,木,4
杄,qiān,木,7,木,1
杧,máng,木,7,木,2
杩,"mà,mǎ",木,7,木,4
尨,"méng,máng,lóng,páng",尢,7,水,2
轪,dài,车,7,金,4
坒,bì,土,7,土,4
芈,mǐ,卝,7,水,3
旴,"xū,xù",日,7,火,1
旵,chǎn,日,7,火,3
呙,guō,口,7,木,1
㕮,fǔ,口,7,金,3
岍,qiān,山,7,土,1
岠,jù,山,7,土,4
岜,bā,山,7,土,1
呇,"mèn,qǐ",口,7,金,3
觃,yàn,见,7,火,4
岙,ào,山,7,土,4
伾,pī,亻,7,水,1
伭,"xián,xuán",亻,7,金,2
伲,"nì,ní",亻,7,木,4
佁,"yǐ,chì",亻,7,火,3
飏,yáng,风,7,水,2
狃,niǔ,犭,7,水,3
闶,"kāng,kàng",门,7,木,1
汧,qiān,氵,7,水,1
汫,jǐng,氵,7,水,4
沄,yún,氵,7,水,2
沘,bǐ,氵,7,水,3
汭,ruì,氵,7,水,4
㳇,"fú,fù",氵,7,水,2
沇,yǎn,氵,7,水,3
忮,zhì,忄,7,金,4
忳,"tún,zhūn,dùn",忄,7,火,2
忺,xiān,忄,7,火,1
祃,mà,礻,7,水,4
诇,xiòng,讠,7,金,4
邲,bì,阝,7,水,4
诎,qū,讠,7,木,1
诐,bì,讠,7,水,4
岊,jié,山,7,土,2
阽,"yán,diàn",阝,7,火,4
阼,zuò,阝,7,金,4
妧,"wàn,yuán",女,7,水,2
妘,yún,女,7,水,2
纮,hóng,纟,7,金,2
驲,rì,马,7,火,4
纻,zhù,纟,7,金,4
纼,zhèn,纟,7,金,4
玤,bàng,王,8,土,3
玞,fū,王,8,土,1
玱,"qiāng,cāng",王,8,土,1
玟,"mín,wén",王,8,土,2
邽,guī,阝,8,土,1
邿,shī,阝,8,土,1
坥,qū,土,8,土,1
坰,jiōng,土,8,土,1
坬,wā,土,8,土,1
坽,líng,土,8,土,2
耵,dīng,耳,8,火,1
茋,zhǐ,艹,8,木,3
苧,"zhù,níng",艹,8,木,4
苾,bì,艹,8,木,4
苠,mín,艹,8,木,2
枅,jī,木,8,木,1
㭎,gāng,木,8,木,1
枘,ruì,木,8,木,4
枍,yì,木,8,木,4
矼,"gāng,qiāng,kòng",石,8,土,1
矻,kū,石,8,土,1
旿,"wù,wǔ",日,8,火,4
昇,shēng,日,8,火,1
昄,bǎn,日,8,火,3
昒,hū,日,8,火,1
昈,hù,日,8,火,4
咉,"yǎng,yāng",口,8,金,4
咇,bì,口,8,金,2
咍,hāi,口,8,金,1
岵,hù,山,8,土,4
岽,dōng,山,8,土,1
岨,"qū,jū",山,8,土,1
岞,zuò,山,8,土,4
峂,tóng,山,8,土,2
囷,qūn,囗,8,金,1
钐,"shān,shàn",钅,8,金,4
钔,mén,钅,8,金,2
钖,yáng,钅,8,金,2
佴,"èr,nài",亻,8,火,4
垈,dài,土,8,土,4
侁,shēn,亻,8,金,1
隹,"zhuī,cuī,wéi",隹,8,火,1
佽,cì,亻,8,火,4
侘,chà,亻,8,金,4
郈,hòu,阝,8,水,4
舠,dāo,舟,8,木,1
郐,kuài,阝,8,木,4
郃,hé,阝,8,水,2
攽,bān,攵,8,水,1
肭,nà,月,8,火,4
肸,xī,月,8,水,4
肷,qiǎn,月,8,木,3
狉,pī,犭,8,土,1
狝,xiǎn,犭,8,土,3
饳,duò,饣,8,火,4
忞,"mǐn,wěn,mín",心,8,火,2
於,"wū,yū,yú",方,8,土,1
炌,kài,火,8,火,4
炆,wén,火,8,火,2
泙,"pēng,píng",氵,8,水,2
沺,tián,氵,8,水,2
泂,jiǒng,氵,8,水,3
泜,zhī,氵,8,水,1
泃,jū,氵,8,水,1
泇,jiā,氵,8,水,1
怊,chāo,忄,8,金,1
峃,xué,山,8,土,2
穸,xī,穴,8,金,1
祋,duì,礻,8,火,1
祊,"bēng,fāng",礻,8,水,1
鸤,shī,鸟,8,火,1
弢,tāo,弓,8,火,1
弨,chāo,弓,8,金,1
陑,ér,阝,8,土,2
陎,shū,阝,8,土,1
卺,jǐn,㔾,8,木,3
乸,nǎ,乙,8,木,3
妭,bá,女,8,水,2
姈,líng,女,8,水,2
驵,zǎng,马,8,金,3
驺,zōu,马,8,金,1
绋,fú,纟,8,水,2
绐,dài,纟,8,火,4
砉,"huā,xū",石,9,土,1
耔,zǐ,耒,9,火,3
玶,píng,王,9,土,2
珇,"zǔ,jù",王,9,土,3
珅,shēn,王,9,金,1
珋,liǔ,王,9,土,3
玹,"xuán,xián",王,9,土,2
珌,bì,王,9,水,4
玿,sháo,王,9,土,2
韨,fú,韦,9,金,2
垚,yáo,土,9,土,2
垯,da,土,9,土,5
垙,guāng,土,9,土,1
垲,kǎi,土,9,土,3
埏,"shān,yán",土,9,土,1
垍,jì,土,9,土,4
垎,hè,土,9,土,4
垴,nǎo,土,9,土,3
垟,yáng,土,9,土,2
垞,chá,土,9,土,2
垵,"ān,ǎn",土,9,土,1
垏,lǜ,土,9,土,4
拶,"zā,zǎn",扌,9,水,3
荖,lǎo,艹,9,木,3
荁,huán,艹,9,木,2
荙,dá,艹,9,木,2
荛,ráo,艹,9,木,2
茈,"zǐ,cí",艹,9,木,3
茽,zhòng,艹,9,木,4
荄,gāi,艹,9,木,1
茺,chōng,艹,9,木,1
荓,píng,艹,9,木,2
茳,jiāng,艹,9,水,1
茛,gèn,艹,9,木,4
荭,hóng,艹,9,木,2
柷,"zhù,chù",木,9,木,4
柃,líng,木,9,木,2
柊,zhōng,木,9,木,1
枹,"bāo,fú",木,9,木,1
栐,yǒng,木,9,木,3
柖,"sháo,shào",木,9,木,1
郚,wú,阝,9,水,2
剅,lóu,刂,9,金,2
䴓,shī,鸟,9,火,1
厖,máng,厂,9,土,2
砆,fū,石,9,土,1
砑,yà,石,9,土,4
砄,jué,石,9,土,2
耏,"ér,nài",而,9,金,2
䶮,yǎn,龙,9,土,3
轵,zhǐ,车,9,金,3
轷,hū,车,9,水,1
轹,lì,车,9,火,4
轺,yáo,车,9,火,2
昺,bǐng,日,9,火,3
昽,lóng,日,9,火,2
盷,"tián,xián",目,9,火,2
咡,èr,口,9,金,4
咺,"xuān,xuǎn",口,9,金,3
昳,"yì,dié",日,9,火,2
昣,zhěn,日,9,火,3
哒,dā,口,9,火,1
昤,líng,日,9,火,2
昫,xù,日,9,火,4
昡,xuàn,日,9,火,4
咥,"xì,dié",口,9,金,4
昪,biàn,日,9,水,4
虷,"gān,hán",虫,9,土,1
虸,zǐ,虫,9,土,3
哃,tóng,口,9,金,2
峘,huán,山,9,土,1
峛,liè,山,9,土,3
峗,wéi,山,9,土,3
峧,jiāo,山,9,土,1
帡,píng,巾,9,木,2
钘,xíng,钅,9,金,2
钜,jù,钅,9,金,4
钪,kàng,钅,9,木,4
钬,huǒ,钅,9,火,3
钭,"tǒu,dǒu",钅,9,金,3
矧,shěn,矢,9,金,3
秬,jù,禾,9,木,4
舁,yú,臼,9,土,2
俜,pīng,亻,9,水,1
垕,hòu,土,9,土,4
舣,yǐ,舟,9,土,3
鸧,cāng,鸟,9,金,1
胠,qū,月,9,水,1
胈,bá,月,9,水,2
胩,kǎ,月,9,木,3
胣,chǐ,月,9,水,3
朏,"fěi,kū",月,9,水,3
飐,zhǎn,风,9,水,3
訄,qiú,言,9,金,2
饻,xī,饣,9,火,1
庤,zhì,广,9,土,4
疢,chèn,疒,9,金,4
炣,kě,火,9,火,3
炟,dá,火,9,火,2
㶲,yòng,火,9,火,4
洭,kuāng,氵,9,水,1
洘,"kǎo,kào",氵,9,水,3
洓,"sè,qì,zì",氵,9,水,4
洿,wū,氵,9,水,1
泚,cǐ,氵,9,水,3
浈,zhēn,氵,9,水,1
浉,shī,氵,9,水,1
洸,guāng,氵,9,水,1
洑,"fú,fù",氵,9,水,2
洢,yī,氵,9,水,1
洈,wéi,氵,9,水,2
洚,jiàng,氵,9,水,4
洺,míng,氵,9,水,2
洨,xiáo,氵,9,水,2
浐,chǎn,氵,9,水,3
洴,píng,氵,9,水,2
洣,mǐ,氵,9,水,3
恔,"xiào,jiǎo",忄,9,火,4
宬,chéng,宀,9,金,2
窀,zhūn,穴,9,土,1
扂,diàn,户,9,木,4
袆,huī,衤,9,木,1
祏,shí,礻,9,火,2
祐,yòu,礻,9,土,4
祕,"bì,mì",礻,9,火,4
叚,"jiǎ,xiá",又,9,木,3
陧,niè,阝,9,金,4
陞,shēng,阝,9,土,1
娀,sōng,女,9,金,1
姞,jí,女,9,火,2
姱,"kuā,hù",女,9,水,1
姤,"gòu,dù",女,9,水,4
姶,"è,yà",女,9,水,3
姽,guǐ,女,9,水,3
枲,xǐ,木,9,木,3
绖,dié,纟,9,金,2
骃,yīn,马,9,火,1
彖,tuàn,彑,9,火,4
骉,biāo,马,9,水,1
恝,jiá,心,10,木,2
珪,guī,王,10,土,1
珛,xiù,王,10,土,4
珹,chéng,王,10,土,2
琊,yá,王,10,土,2
玼,"cī,cǐ",王,10,金,3
珖,guāng,王,10,土,1
珽,tǐng,王,10,火,3
珦,xiàng,王,10,土,2
珫,chōng,王,10,土,1
珒,jīn,王,10,土,1
珢,"yín,kèn",王,10,土,4
珕,lì,王,10,土,4
珝,xǔ,王,10,土,3
埗,bù,土,10,土,4
垾,hàn,土,10,土,4
垺,"fóu,fú,pēi",土,10,土,1
埆,"què,jué",土,10,土,4
垿,xù,土,10,土,4
埌,làng,土,10,土,4
埇,yǒng,土,10,土,3
莰,kǎn,艹,10,木,3
茝,chǎi,艹,10,木,3
鄀,ruò,阝,10,土,4
莶,"xiān,liǎn",艹,10,木,1
莝,cuò,艹,10,木,4
䓖,qióng,艹,10,木,2
莙,jūn,艹,10,木,1
栻,shì,木,10,木,4
桠,yā,木,10,木,1
桄,"guàng,guāng",木,10,木,4
梠,lǚ,木,10,木,3
栴,zhān,木,10,木,1
梴,"chān,yán",木,10,木,1
栒,xún,木,10,木,2
酎,zhòu,酉,10,金,4
酏,yǐ,酉,10,土,2
砵,bō,石,10,水,1
砠,jū,石,10,土,1
砫,"zhǔ,zhù",石,10,土,3
砬,"lá,lì,lā",石,10,土,2
硁,kēng,石,10,土,1
恧,nǜ,心,10,火,4
翃,hóng,羽,10,木,2
郪,qī,阝,10,土,1
辀,zhōu,车,10,金,1
辁,quán,车,10,木,2
剕,fèi,刂,10,金,4
赀,zī,贝,10,火,1
哢,lòng,口,10,金,4
晅,xuǎn,日,10,火,1
晊,zhì,日,10,火,3
唝,"gòng,hǒng,gǒng",口,10,金,4
哳,zhā,口,10,金,1
哱,"bō,pò,bā",口,10,水,4
晔,yè,日,10,火,4
晐,gāi,日,10,火,1
晖,huī,日,10,水,1
畖,wā,田,10,土,1
蚄,"fāng,bàng",虫,10,土,1
蚆,bā,虫,10,土,1
帱,"chóu,dào",巾,10,金,2
崁,kàn,山,10,土,3
峿,wú,山,10,土,2
崄,xiǎn,山,10,土,3
帨,shuì,巾,10,木,4
崀,làng,山,10,土,4
赆,jìn,贝,10,木,4
钷,pǒ,钅,10,金,3
眚,shěng,目,10,金,3
甡,shēn,生,10,木,1
笫,zǐ,竹,10,火,3
倴,bèn,亻,10,水,4
脩,xiū,月,10,金,1
倮,luǒ,亻,10,火,3
衃,pēi,血,10,水,1
虒,sī,虍,10,木,4
舭,bǐ,舟,10,水,3
舯,zhōng,舟,10,火,1
舥,pā,舟,10,木,1
瓞,dié,瓜,10,火,2
鬯,chàng,鬯,10,金,4
鸰,líng,鸟,10,火,2
脎,sà,月,10,水,4
朓,tiǎo,月,10,水,4
胲,"gǎi,hǎi",月,10,水,3
虓,xiāo,虍,10,木,1
鱽,dāo,鱼,10,水,1
狴,bì,犭,10,水,4
峱,náo,山,10,土,2
狻,suān,犭,10,金,1
眢,yuān,目,10,土,1
痄,zhà,疒,10,金,4
疰,zhù,疒,10,金,4
痃,xuán,疒,10,金,2
竘,"qǔ,kǒu",立,10,金,3
羖,gǔ,羊,10,土,3
羓,bā,羊,10,土,1
桊,juàn,木,10,木,4
敉,mǐ,攵,10,水,3
烠,"huí,huǐ",火,10,火,3
烔,"tóng,dòng",火,10,火,2
烶,tǐng,火,10,火,3
烻,"yàn,shān",火,10,火,1
涍,xiào,氵,10,水,1
浡,bó,氵,10,水,2
浭,gēng,氵,10,水,1
浬,lǐ,氵,10,水,3
涄,pīng,氵,10,水,1
涢,yún,氵,10,水,2
涐,é,氵,10,水,2
浰,"liàn,lì",氵,10,水,4
浟,yóu,氵,10,水,2
浛,hán,氵,10,水,2
浼,měi,氵,10,水,3
浲,"féng,hóng",氵,10,水,2
涘,sì,氵,10,水,4
悈,"jiè,kè",忄,10,火,4
悃,kǔn,忄,10,木,3
悢,liàng,忄,10,火,4
宧,yí,宀,10,土,2
窅,yǎo,穴,10,土,3
窊,wā,穴,10,土,3
窎,diào,穴,10,土,4
扅,yí,户,10,木,2
扆,yǐ,户,10,木,3
袪,qū,衤,10,木,1
袗,zhěn,衤,10,木,3
袯,bó,衤,10,水,2
祧,tiāo,礻,10,火,1
隺,"hè,hú",隹,10,火,4
堲,jí,土,10,土,2
陴,pí,阝,10,水,2
烝,zhēng,灬,10,火,1
砮,nǔ,石,10,土,3
哿,"gě,jiā",口,10,木,3
翀,chōng,羽,10,火,2
翂,fēn,羽,10,木,1
剟,duō,刂,10,金,1
绤,xì,纟,10,金,4
骍,xīng,马,10,火,1
䂮,lüè,石,11,土,4
琎,jìn,王,11,火,1
珸,wú,王,11,土,2
珵,chéng,王,11,土,2
琄,xuàn,王,11,土,3
琈,"fú,fū",王,11,土,2
琀,hán,王,11,水,2
珺,jùn,王,11,木,4
掭,tiàn,扌,11,火,4
堎,lèng,土,11,土,4
堐,yá,土,11,土,2
埼,qí,土,11,土,2
掎,jǐ,扌,11,木,3
埫,tǎng,土,11,土,3
堌,gù,土,11,土,4
晢,zhé,日,11,火,2
埪,kōng,土,11,土,1
壸,kǔn,士,11,土,3
聍,níng,耳,11,金,2
菝,bá,艹,11,木,2
萚,tuò,艹,11,木,4
菥,xī,艹,11,木,1
莿,cì,艹,11,木,4
䓫,qí,艹,11,木,2
萆,bì,艹,11,木,1
菂,dì,艹,11,木,4
菍,"niè,rěn",艹,11,木,4
菼,tǎn,艹,11,木,3
萣,dìng,艹,11,木,4
䓨,yīng,艹,11,木,1
菉,"lù,lǜ",艹,11,木,4
䓛,"fǔ,gǔ,qū",艹,11,木,3
梼,"táo,chóu,dào",木,11,木,2
